sentence,entity,standard_entity
最常见的就是性生活、公共物品接触，拍照我看一眼具体的情况,性生活、公共物品接触,性接触
撸管久了,撸管久,手淫
这个情况一般常见于久坐 熬夜 吸烟 手淫等习惯出现,久坐熬夜吸烟,久坐
长期手淫熬夜都是可以调理恢复的,长期手淫熬夜,手淫
这个不干净卫生 不洁性生活  手淫  公共场所都会引起的,不洁性生活 手淫 公共场所,不洁性生活
平时有熬夜  压力大  手淫  久坐久站  等情况吗？,熬夜 压力大,熬夜
平时有熬夜  压力大  手淫  久坐久站  等情况吗？,手淫 久坐久站,手淫
像是病菌刺激感染，前列腺炎等症状都是会引起这问题,病菌刺激感染,病菌感染
昨天刚手淫过,手淫过,手淫
喝酒爱爱会伤害身体吗,喝酒爱爱,喝酒
平时有没有什么不良习惯  比如吸烟  喝酒  熬夜 手淫  等情况呢？,吸烟 喝酒,抽烟
近期有没有不洁性生活或者公共场所  温泉  宾馆  浴池等情况,公共场所 温泉 宾馆 浴池,出入公共场所
和久坐  手淫  辛辣 酒有直接的关系,辛辣酒,喝酒
您近期有出入过一些公共场所 比如说宾馆 洗浴 游泳馆这种地方么？比如说有接触过陌生女性,接触过陌生女性,一夜情
如果用手打飞机会不会引起早泄,手打飞机,手淫
去过洗浴,洗浴,出入公共场所
熬夜了，二点多才睡，也有手淫,手淫,手淫
不洁性传播，该用啥药,不洁性传播,不洁性生活
17年手淫史,手淫史,手淫
昨天和女友做爱进去就射乐平时有手淫,手淫,手淫
恩  手淫力度大  容易损伤生殖腺体  导致阴茎损伤  也是咱们以往接诊这个年龄段比较多的导致阳痿的病因,手淫力度大,手淫
我想咨询一下如何戒除撸管,撸管,手淫
多考虑可能和生活压力  生活上的一些不良的生活习惯有一定的关系，比如说经常熬夜 大量吸烟 饮酒导致内分泌失调，也就是雄性激素分泌过少导致的这种情况,经常熬夜大量吸烟饮酒,熬夜
尽量少熬夜  吸烟  饮酒，手淫，对于肾虚很有帮助。,熬夜 吸烟 饮酒,熬夜
怎么戒除手淫,手淫,手淫
男性手淫,手淫,手淫
这个感染的途径比较多，像不洁性生活 一夜情 自己卫生不注意，浴池 桑拿 宾馆等，一旦有细菌或是病毒的话都容易感染上,自己卫生不注意,不注意卫生
很多原因都可以的导致前列腺得  你做什么工作得 ，长时间 会不会有一些久坐 ，或者是熬夜  喝酒等习惯 ，,熬夜 喝酒,熬夜
最近老是硬度没有以前好，这是什么原因呢，我才26岁，是不是因为性爱太频繁造成的肾虚啊？,性爱太频繁,性生活频繁
是不是同房过于频繁啊,同房过于频繁,性生活频繁
以前自慰过,自慰过,手淫
恩，怕是你龟头局部有一些致病菌，病原体，没霉菌，病原微生物侵入感染的情况导致的了，酒店住过怕是酒店有时候不卫生不小心直接或者间接接触感染导致的了,酒店住过怕,出入公共场所
经常撸管子,撸管子,手淫
那还好。出现这个情况之前有没有过手淫，或者去过公共澡堂子、宾馆这类的场所？,去过公共澡堂子,出入公共场所
之前是有过频繁得手淫习惯嘛 ？,频繁得手淫,手淫
一般导致早泄像过于敏感 控制不了射精  或手淫损伤  前列腺炎症,手淫损伤 前列腺炎,外伤
如果接触过这些公共场所也是有交叉感染的几率的,接触过这些公共场所,出入公共场所
为什么撸射了就不疼了,撸射,手淫
恩  一般是采用中药调理 具体需要根据你的情况而定  像导致时间短的情况多是有敏感度高  手淫损伤  腺体炎症  等导致的,手淫损伤 腺体炎症,外伤
你这情况，水分是有必要补充的，这尿频，是由于你这几天喝酒多，熬夜导致泌尿系统刺激有炎症了,喝酒多,喝酒
就是吃点补肾壮阳最好的食物我不吃药，总熬夜不过性生活都虚,熬夜不过性生活,熬夜
熬夜久坐会有，偶尔喝点酒,喝点酒,喝酒
我就喝了两钱酒，还有胸闷没别的了,喝了两钱酒,喝酒
根据你说的这个多考虑是湿疣的可能，是不是有过不卫生的性生活接触？,不卫生的性生活接触,不洁性生活
熬夜  吸烟  饮酒  久坐等等。,熬夜 吸烟 饮酒 久坐,熬夜
只是经常又熬夜,熬夜,熬夜
感染有细菌性和病毒性两种的 你在症状出现前 接触陌生女性或是出入酒店 宾馆浴池等场所吗,前接触陌生女性,一夜情
跟环境压力估计有关系,环境压力,压力大
你这个情况应该戒除手淫,手淫,手淫
这就是属于不洁的性接触,不洁的性接触,不洁性生活
昨天工作一整天晚上喝啤酒坐到两点,喝啤酒坐,喝酒
因为下边是最敏感的位置 平时都很脆弱 何况是外伤  踢的话是损伤最大的 能不疼吗,踢,外伤
咱们近期有接触陌生女性或是出入酒店  宾馆  浴池等场所吗?,出入酒店 宾馆 浴池,出入公共场所
是不是不勤换内裤导致的啊,不勤换内裤,不注意卫生
出现这么久了 没有去医院面诊看看什么原因导致的么？像是手淫 敏感神经阈值过高  内部炎症等都会导致的,手淫敏感神经阈值过高,手淫
症状出现之前有过高危得性生活么或者是去过一些公共场所 尤其是宾馆酒店浴池等？,高危得性生活,不洁性生活
恩，龟头去过公共场合怕是你间接接触感染导致的，怕别人找过小姐去澡堂洗澡有携带一些病毒直接侵入你龟头部位刺激出现的水泡了,龟头去过公共场合,出入公共场所
你好，适当的手淫是不会出现造成早泄，但是如果频繁过度的手淫，那么肯定是会造成早泄、勃起功能障碍的,频繁过度的手淫,手淫
我一直品学兼优 这两天有时候老熬夜 会不会是因为过度劳累,度劳累,劳累
喝酒喝多了 前列腺也会不舒服,喝酒喝多,喝酒
是不是有手淫  憋尿 久坐 不好的生活坏习惯呢？,手淫 憋尿久坐,手淫
恩 是的   一般导致短小的病因主要是手淫 性激素异常  其次就是包皮包茎等,手淫性激素异常,手淫
还有手淫过度,手淫过度,手淫
我小鸡鸡手淫弄的皮特松,鸡鸡手淫,手淫
以前干活劳累了也感觉小便时阴茎疼张,干活劳累,劳累
生殖部位水泡不仅要考虑病菌感染，还要考虑病毒，疱疹感染的,疱疹感染,病菌感染
长期饮酒,长期饮酒,喝酒
引起前列腺炎的病因有很多，有上行感染，致病菌入侵造成炎症感染；也有自身原因：个人卫生不注意，手淫过度，性生活频繁 久坐 酗酒等等,性生活频繁久坐酗酒,性生活频繁
恩 是吧  手淫力度是比较大的  也是咱们接诊这个年龄段比较多的手淫造成早泄症状,吧 手淫,手淫
自己撸管过,撸管过,手淫
我撸管撸了7天，第八天的时候硬不起来了是怎么回事,撸管撸了,手淫
嗯，近期卫生注意的怎么样，有没有内衣混洗，饮酒熬夜 上火的情况,饮酒熬夜上火,喝酒
偶尔手印,手印,手淫
你是否有吸烟 经常熬夜  久坐久坐 酗酒 好吃辛辣刺激食物的情况？,坐久坐酗酒,久坐
我昨晚熬夜太久了，这个原因也有吗？昨晚凌晨三点还没睡,熬夜太久,熬夜
您好，我前一个星期频繁手淫，之前就有长期手淫历史，近三天没晨勃了，晨勃时也不坚硬我该怎么办我才17，很害怕,长期手淫历史,手淫
偶然熬夜,熬夜,熬夜
男性，46岁，这几天喝了几次大酒！,大酒,喝酒
出现前有过不洁性生活或手淫,手淫,手淫
前两天找过了,找过了,找过小姐
公共场合洗过澡,洗过澡,出入公共场所
出现这个问题之前有没有经常出入一些公共场所 比如说  宾馆 洗浴 游泳馆这种地方，或者说有接触过陌生女性？,宾馆洗浴游泳馆,出入公共场所
可能打飞机打多了,打飞机打多了,手淫
多是性生活或出入高危场所刺激导致的,性生活或出入高危场所,性接触
我是暴力手淫损伤血管导致海绵体血管供血不足,暴力手淫,手淫
那这个是属于一个原发性的早泄了。你要是之前青春期有手淫的话容易导致龟头神经和海绵体损伤，现在你是感觉龟头比较敏感控制不住射精吗？,青春期有手淫,手淫
手淫  性激素异常   1前列腺炎症  阴茎供血不足  等都可以导致,手淫 性激素异常,手淫
恩你的情况和咱们过年那天接诊的一个患者很像 属于手淫过多  性激素异常导致的,手淫过多 性激素异常,手淫
应酬熬夜有那大损坏吗,应酬熬夜,熬夜
有过一次  性接触加手淫,性接触加手淫,性接触
嗯，这情况诱因很多，像机体免疫力低，肾虚，手淫性生活频繁不规律 前列腺问题，以及阴茎炎症,手淫性生活频繁不规律,性生活频繁
26，今晚手淫感觉射精量没有以前多,今晚手淫,手淫
一般导致阳痿早泄多和手淫  性激素异常  前列腺炎症  阴茎供血有关系,手淫 性激素异常,手淫
一般出现这个情况多是存在不洁性生活或出入高危的场所 像宾馆旅社 桑拿 浴室等 传染导致上的,出入高危的场所像宾馆旅社桑拿,出入公共场所
手淫爱射,手淫爱射,手淫
就是撸了一炮,撸了一炮,手淫
嗯，你这情况咱们是考虑手淫时不注意，力度大或者卫生不注意，手携带病菌 细菌 感染刺激导致的,手淫时不注,手淫
就是跟陌生女性性生活，性伴侣不固定,陌生女性性生活,一夜情
你好，我现在有阳痿早泄的症状，还有就是干累活就腰疼，腰疼跟早泄有多大关系,干累活,劳累
珍珠疹是不传染的，要是其他问题，或者您有不洁接触,不洁接触,不洁性生活
是性生活后出现 还是有撞击磕磕碰碰的情况呢 ？,撞击磕磕碰碰,外伤
肛交 不洁性接触等等,肛交不洁性接触,不洁性生活
没有，我感觉是不是打飞机打多了,打飞机打多了,手淫
出现前有过不洁性生活或手淫 出入过高危场所吗  像宾馆 旅社 桑拿 浴室等,手淫出入过高危场所,出入公共场所
有时候去过桑拿浴室，别的没有,去过桑拿,出入公共场所
对，熬夜，坐得久,坐得久,久坐
就是手瘾过多,手瘾过多,手淫
不清楚。不知道是不是偶尔自慰时手上有细菌导致的,自慰时手上,手淫
没出现高危场所，前两天偶尔自慰,偶尔自慰,手淫
导致性功能障碍的原因是比较多的。 像频繁手淫、频繁姓生活、酗酒、熬夜、泌尿系统疾病、三高、糖尿病等等都会造成，这个是需要结合患者自身情况来判断确定。,频繁姓生活,性生活频繁
恩 你性生活频繁很容易导致的,性生活频繁很,性生活频繁
那这个是属于原发性早泄，没有姓生活之前，有没有频繁长期的手淫史？,频繁长期的手淫史,手淫
去过洗澡都是洗的淋浴没去泡过水池,泡过水池,出入公共场所
我'这是经常摩擦自慰,经常摩擦自慰,手淫
是不是和过多手淫有关系啊,和过多手淫,手淫
长期存在手淫,长期存在手淫,手淫
去过酒店浴缸、去过温泉,去过温泉,出入公共场所
性生活不到10分钟，有手淫史,手淫史,手淫
偶尔找找女人,找女人,找过小姐
那你就更要重视了，长期久坐，熬夜，酗酒，都会导致前列腺长期充血，导致这情况逐渐加重的,熬夜，酗酒,熬夜
一般和平常卫生 不洁性生活  手淫   出入高危场所等有直接关系,出入高危场所,出入公共场所
早泄常见因素是手淫 敏感度过高 其次就是炎症刺激和激素异常导致的,手淫敏感度过高,手淫
都有考虑，我还没有性生活，不过经常打飞机，现在问题是肾虚，硬度不够，而且很容易就射出来，我就担心以后会有很大影响,常打飞机,手淫
出现之前有没有喝酒过度、休息不够、熬夜、劳累过度的情况？,喝酒过度,喝酒
经常去公共浴池泡澡,泡澡,出入公共场所
嗯 那最近有没有频繁手淫  频繁性生活或是撞击的情况呢？,频繁手淫 频繁性生活,手淫
喜欢意淫手淫,意淫手淫,手淫
这个会有的，所以一开始才会问你，这主要是细菌 病菌刺激导致，这个细菌，病菌，在手淫或同房时 卫生不注意，或者手 阴道携带病菌，通过尿道侵入导致，或者本身卫生不注意，内衣混洗 ，居住环境等，当然上火导致的 也是有可能,同房时卫生不注意,不注意卫生
嗯，你这属于典型的龟头炎症感染，性生活通过接触，会导致一些致病菌刺激感染，您这是时间不短了，一开始出现应该没在意，忽视了，留下了病根,性生活通过接触,性接触
