sentence,entity,standard_entity
现在是不是感觉性生活过程中比较敏感 控制不了射精就射精了,敏感,敏感度过高
那时间是不短了   他有什么感觉？像是 瘙痒  疼痛 红肿 及分泌物有吗,分泌物,分泌物
恩有没有疼痛 瘙痒 红肿  等情况,红肿,红肿
目前在性生活过程中是不是感觉比较敏感 控制不了射精,比较敏感,敏感度过高
而如果说勃起困难，中途疲软，硬度不够的话，那性生活时间也不会特别持久的,勃起困难,硬不起来
那局部有没有红肿或是刺痛？,红肿,红肿
是在性生活后出现的吗？有脱皮 刺痛 红肿吗,红肿,红肿
你好，你是完全不能勃起，还是勃起不坚硬度不够呢？,硬度不够,硬度不够
都这么长时间了  有尿频 尿急 尿不尽 尿痛的情况吗,尿痛,尿痛
阴茎短小和饮食上没有很大关系的,阴茎短小,阴茎短小
前列腺也是人体重要的免疫性腺体，若其存在炎症就会使男性内分泌失调，身体出现一系列亚健康状态，比如记忆力下降，注意力不集中，失眠，乏力，多梦，出虚汗，脱发，阳痿早泄等症状,记忆力下降,记忆力减退
平时有没有龟头发红，或有分泌物的情况呢？,分泌物,分泌物
恩，局部是否有红点，红斑，异味，脱皮，白色分泌物等情况呢？,白色分泌物,白的东西
龟头有红点，这两天有点痒,龟头有红点,龟头有红点
长时间手淫，会导致射的快吗？,射的快,早射
恩，吸烟里面有有百种化学成分，长时间抽烟的话会导致咱们内分泌紊乱的一个情况,内分泌紊乱,其他
有阴囊潮湿 小腹下坠 睾丸不适潮湿 射精无力？,睾丸不适,睾丸疼
小腹痛，尿不容易尿出来，,小腹痛,小腹疼
尿道口有个小水泡！挤一下有透明液体出来！有时水泡也没有,小水泡,长水泡
您平时感觉尿频 尿急 尿黄 尿分叉 尿滴白  夜尿增多吗?,尿滴白,尿道流白色液体
最近一个月，有时能勃起也不硬，前天就不起,勃起也不硬,硬度不够
你现在是不是感觉阴茎神经很敏感，手淫的话自己控制不住射精,控制不住射精,早射
性伴侣固定吗？是否有妇科炎症呢？如白带增多，发黄，异味等,白带增多,其他
除了有脓，有没有尿痛 尿灼热的情况,尿痛,尿痛
目前具体是勃起硬度不好还是什么方面呢,勃起硬度不好,硬度不够
性功能障碍 就是射精快,射精快,早射
不能正常勃起能治？？,不能正常勃起,硬不起来
是触痛还是隐痛,隐痛,有点疼
而且射精特别快,射精特别快,早射
自汗，盗汗,盗汗,虚汗
长时间早泄诱发勃起障碍，目前是勃起不坚 坚而不久 还是勃起困难？,勃起障碍,硬不起来
龟头下面，有白色颗粒,白色颗粒,小颗粒
目前是无痛痒的还是存在疼痛瘙痒？,痛痒,痒
嗯，现在有没有红点，脱皮，阴囊潮湿的情况,红点,红点
包皮过长对于男性危害很大，第一容易限制阴茎发育造成短小，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染  这些还没有挺好的,短小,阴茎短小
平时排尿是否有异常呢？尿频，尿急，尿痛，尿不尽，尿滴沥，尿等待等,尿滴沥,尿不尽
前列腺会导致腹部疼痛，但都是轻微疼,轻微疼,有点疼
嗯，是隐痛还是触痛？,隐痛,有点疼
勃起不好，硬度不够，中途皮软,勃起不好,硬度不够
嗯嗯，像是出现了勃起无力就是可以定义为阳痿的症状,勃起无力,硬不起来
包皮过长对于男性危害很大，第一容易限制阴茎发育造成短小，第二龟头被长期包裹局部敏感引起早泄，第三，局部潮湿清洁不够产生炎症或感染，所以要是发现有包皮过长，越早手术越好。,短小,阴茎短小
一般的阴囊瘙痒不是性病，只要没有性混乱史、阴部溃疡或增生物、尿道流脓等现象，是不用担忧的。  但是也要引起重视了  毕竟是储藏精液的地方  一旦出现问题要及时治疗一下,尿道流脓,流脓
除了臭味，有没有絮状物，混浊，沉淀物等等呢？尿道内部有没有瘙痒？刺痛的情况呢？,刺痛,有点疼
阴茎勃起不硬，很快软了,阴茎勃起不硬,硬度不够
前列腺是控制射精的阀门，出现问题会导致性功能方面出现异常，如性生活时间短，勃起不坚，中途疲软，勃起困难等,性生活时间短,早射
我尿急，来尿时有时候憋不住是的，是怎么回事,憋不住,尿急
他也中途软了,中途软,中途疲软
我这包皮有点长,包皮有点长,包皮有点长
我想咨询下81了尿不出来怎么治,尿不出来,排尿困难
瘙痒吗？有小疙瘩吗？,小疙瘩,长疙瘩
小伙子 除了手淫之外平时有阴囊潮湿 尿频 尿急  尿无力 尿滴沥不尽 尿分叉症状吗,尿滴沥,尿不尽
就是性病的尿道炎是吧，你当时症状是流分泌物，尿疼吗,尿疼,尿痛
嗯，那应该里面怕是有一些硬结的情况了，或者里面有一些组织病变出现的,硬结,有点硬
你目前龟头上面有异味瘙痒红点 白色污垢的情况吗？,红点,红点
就一颗跟痘痘一样的东西啊,痘痘,长痘
是阴茎还是龟头还是其他部位出现肿？,肿,有点肿
"晨勃是反应男性性功能的质量和强弱的指标,您这个年龄是应该天天都有而且硬度很好的,没有晨勃已经提示您存在有阳痿的疾病了",没有晨勃,没有晨勃
我是男的35岁     最近尿道口里老是流白色分泌物   有时尿尿还有刺痛感,流白色分泌物,白的东西
现在排尿有没有瘙痒，排尿疼痛的情况呢,排尿疼痛,尿痛
总是这样肯定不行 ，如果一旦撕裂就麻烦了，咱们系带部位有很多敏感神经的 ，长期下去会引起早泄和勃起不好的情况出现,勃起不好,硬不起来
如果长期炎症得不到及时治疗就会导致勃起功能下降的情况,勃起功能下降,硬不起来
正常阴茎勃起之后是不会出现胀痛的,胀痛,有点疼
根据你说的情况我大概的了解了，你这个初步考虑是存在有泌尿系的炎症，那么泌尿系都是相连相通的，一旦长时间的炎症刺激，就会引发睾丸不适甚至排尿或是性功能都会有明显的下降的,睾丸不适,睾丸疼
性生活的时候有不勃起 勃起不坚硬的情况吗？,勃起不坚硬,硬度不够
对，忘了几岁的时候开始的了，那时候手淫都不射精只是有感觉挺舒服的，慢慢就习惯了这么多年下来，唉！手淫也影响发育把，现在jj还很小,不射精,不射精
也勃不起来,勃不起来,硬不起来
射精快属于早泄的症状  一般导致病因有手淫损伤   性激素异常   敏感度过高 前列腺炎症等导致,射精快,早射
就是我在小便的时候  刚开始 阴茎发酸  然后就特别疼， 还感觉尿不净,特别疼,有点疼
射的快咋办？,射的快,早射
感觉阴茎有点疼 而且每天感觉特疲劳,阴茎有点疼,阴茎疼
现在出现水肿了吗,水肿,红肿
有血肿,血肿,红肿
因为前列腺是男性重要的性腺 生殖器官 前列腺的疾病可有局部和排尿不适症状 不及时检查治疗 也是导致阴茎勃起障碍 射精快 早泄 阳痿等性功能障碍的重要病因。,射精快,早射
你以前吃腊肉的时候，有尿红色吗？,尿红色,小便出血
阴茎变小,阴茎变小,阴茎短小
刺痛还是胀痛？你这个问题是属于典型的感染导致的，会反复出现，直接影响到海绵体供血等，导致勃起硬度不好以及射精快的问题,勃起硬度不好,硬度不够
包皮痒包皮有时红肿,包皮痒,包皮痒
包皮痒,包皮痒,包皮痒
你好大夫，我父亲67岁，10天前做了前列腺电切手术，切了一部分。但是现在还有尿血的现象。回家三天后尿尿又不痛快了，感觉有不痛快。回家前两天尿的还挺痛快。您说这是怎么回事，是不有凝结的血块堵了。正常吗？该怎么办？谢谢啦,尿血,小便出血
白色东西是什么,白色东西,白的东西
血块有多大呢,血块,出血
像是出现勃起问题就是属于勃起功能障碍了是阳痿的典型症状,勃起功能障碍,硬不起来
我的龟头特别敏感,龟头特别敏感,龟头敏感
硬度不好 时间上 肯定是会有影响的,硬度不好,硬度不够
"性功能减少,无力？",无力,腰酸乏力
恩，那你的情况是考虑龟头特别敏感造成的早泄，这方面常见于以前有频繁手淫引起，不排除包皮过长造成。,龟头特别敏感,龟头敏感
如果出现了问题是会直接导致腰背部出现酸痛，胀痛的情况,酸痛,有点疼
有一点痒，其余情况没有,有一点痒,痒
我觉得阴茎太小是怎么回事,阴茎太小,阴茎短小
没有过那还好   平时像是阴囊潮湿 小腹坠痛  及腰酸乏力 失眠盗汗有吗,小腹坠痛,小腹疼
恩，局部是否有泛红，表皮增厚等情况,泛红,红肿
平常性生活的时候是不是龟头比较敏感，控制不住射精呢？,龟头比较敏感,龟头敏感
有小疙瘩,有小疙瘩,长疙瘩
你这龟头痒，挂泌尿科？？？,龟头痒,龟头痒
一般来说这个部位的小水泡需要考虑生殖器疱疹，这个是病毒感染引起的一种性传播疾病。,小水泡,长水泡
睾丸肿痛，首先要考虑是有炎症刺激所致，比较典型的，如睾丸炎，附睾炎等，其次也不排除是急性的囊肿，硬结。,睾丸肿痛,睾丸疼
我15 隐私部位总是有液体分泌，有点湿 不知道为什么,湿,潮湿
现在尿道口有没有红肿，瘙痒，排尿疼痛，尿道瘙痒的情况嗯,排尿疼痛,尿痛
你自己也能实际感觉到，现在包皮内都有破溃，且你现在龟头疼，尿尿疼，有流脓，这其中一个症状加重以后都麻烦，更不用说你了,龟头疼,龟头疼
你自己也能实际感觉到，现在包皮内都有破溃，且你现在龟头疼，尿尿疼，有流脓，这其中一个症状加重以后都麻烦，更不用说你了,流脓,流脓
我这个情况不能只是做个包皮手术吧。还得治流脓吧。还是说包皮切了就都好了,流脓,流脓
现在排尿有没有这个灼热刺痛感呢？,灼热刺痛感,灼热
现在咱们这个小红疙瘩是一个还是多个呢？,小红疙瘩,长疙瘩
小腹坠痛，失眠多梦，盗汗，记忆力下降，射精无力的情况有吗 ?,小腹坠痛,小腹疼
今年9月份疼了两次，上个月一次，最近几天疼的比较频繁,疼了,有点疼
那大腿内部有没有疙瘩，或是说有小红点，发红，或是说有脱皮的情况？,小红点,红点
是第一次出现吗？里面有没有刺痛、灼烧感？,灼烧感,灼热
你是在性生活过程中出现了不勃起 勃起不坚硬的情况吗？,勃起不坚硬,硬度不够
这个角度主要是和你硬度有关系  晨勃有减弱或者消失吗,晨勃有减弱,没有晨勃
硬度不好是阳痿的前期变现，像这个年龄正是性生活最佳时期，一般是不会出现这种症状的,硬度不好,硬度不够
那现在是彻底勃起不了了吗？,勃起不了,硬不起来
那你出现之后没有治疗过吗？这问题长期下去就会发展成永久性的阳痿。勃起不来，到时候就比较麻烦了,勃起不来,硬不起来
就是白色污垢,白色污垢,白的东西
如果出现白色污垢就不排除有一些包皮龟头炎症导致的了，长期包皮过长包裹龟头不能完全外漏就会出现藏污纳垢的炎症，,白色污垢,白的东西
供血不足导致你疲软,疲软,中途疲软
你这属于致病菌感染，手淫会加重病情，开始是有点细菌存在。细菌在尿道里面刺激。 慢慢有加重导致局部的尿道内部破溃。化脓的现象才出现的疼痛,化脓,流脓
手淫有十年了，疲软现象有7年左右了，我先在26岁,疲软,中途疲软
治好了就没有硬块了？,硬块,长疙瘩
有什么感觉吗，有发胀，隐痛的感觉吗 ？,隐痛,有点疼
体检报告说我有尿隐血+1,尿隐血,小便出血
嗯 正常情况下不会出现这个异常的  肯定是有原因的  这个尿隐血就是提示你异常 考虑泌尿系统的炎症的,尿隐血,小便出血
嗯，除了痒，有破溃情况吗,破溃,伤口破裂
泌尿系都是相连相通的，如果长时间的炎症刺激，伴有絮状物，这个会影响以后排尿，到时尿道堵塞， 对咱们的睾丸和前列腺都是有影响,尿道堵塞,排尿困难
睾丸疼,睾丸疼,睾丸疼
有肿胀，摸着有迂回，团状物，蚯蚓状的血管吗 ？,肿胀,有点肿
是不是觉得龟头十分敏感，控制不住射精时间呢？,控制不住射精,早射
什么时候出现的血尿呢,血尿,小便出血
勃起硬度不够属于什么病啊！,勃起硬度不够,硬度不够
不容易勃起！时间长了也会中途疲软,不容易勃起,硬不起来
两用情况，一种是做爱时间短，一种是不用做爱就能射精,做爱时间短,早射
咱们之前是阴囊痒  后来是尿道和阴茎根部瘙痒  这明显病情在是发展 有扩散的情况了,阴囊痒,阴囊痒
我媳妇小腹有点疼这会,小腹有点疼,小腹疼
那咱们现在确实年纪不大  目前除了硬度不好 像是勃起困难 或是中途疲软等症状有吗,硬度不好,硬度不够
平时尿频 尿急  分叉 异味   滴白等有吗,滴白,尿道流白色液体
比如说勃起硬度不够，性生活时间过短这方面的问题出现,勃起硬度不够,硬度不够
比如说勃起硬度不够，性生活时间过短这方面的问题出现,性生活时间过短,早射
那您平时有尿频，尿急，阴囊潮湿，小腹坠涨，腰酸乏力等情况出现吗？,小腹坠涨,小腹坠胀
恩，精液量少，常见于房事频繁，前列腺炎，精囊炎， 您平时有没有尿频 尿急 尿不尽 尿等待 尿分叉 夜尿多的症状？,精液量少,精液量少
昨天尿尿疼痛今天发现流侬,尿尿疼痛,尿痛
恩，性欲下降，性功能也减退了,性欲下降,性欲减退
和供血不足,供血不足,龟头充血不足
