sentence1,sentence2,label
美莱是么,你们是美莱是吧？,1
你们营业时间是多少,你们的上班时间是多少？,1
我是内双，全切和埋线哪个好,埋线全切那个好,1
减去肚子的肉肉,使肚子赘肉减掉,1
天生的吧 遗传,从小遗传的,1
没有，身边的人来做过,没有，我朋友做过,1
我找个时间去看看吧,下次会找个时间去看看,1
隆鼻要多少钱？有什么后遗症吗？,隆鼻大约多少钱，有后遗症吗？,1
不做手术如何祛眼袋,如何不做手术也能去眼袋,1
您好，现在能约的脱毛吗？,您好，我想约个脱毛,1
如果祛斑有效果吗,想咨询祛斑的效果,1
极速纳米双眼皮,极速纳米双眼皮没有吗,1
脱毛会长么,这个脱毛了还会长吗？,1
这个会反弹,这个方法会反弹吗,1
运动方面瘦脸可以吗？,运动可以帮助瘦脸吗,1
预约送水光针吗？,你帮预约就有水光针送吗,1
有几种激光,激光有分几种？,1
全脸脂肪胶多少钱？,脂肪胶現在全脸多少钱,1
怎么购买面膜？,可以购买面膜吗,1
孩子还要上学,在老家陪孩子上学,1
我想咨询下你眼袋,想咨询一下做眼袋的问题,1
算了，再见。,那算了，再见！,1
有隆鼻👃,我就是隆鼻啊,1
差不多一两年了吧,差不多两年了 呢,1
我问一下水光针和微针的区别,还想了解水光和微针的区别,1
眼周的肌肤松弛,眼周松弛啊,1
投诉电话给我一个谢谢,投诉电话给一个我,1
到时去到前台报号码就行了吧,直接等一下到前台报号码就行了吧,1
画美整形咨询师贺健也是姐医生扮的,画美整形咨询师施龙水也是姐医生扮的,1
那种是最好的呢,目前那种是最好的,1
最近两个月吧,最近两个月才发现,1
超皮秒去雀斑,超皮秒呀,0
哦是爱尔创嘛？,威兰德吗,0
溶脂减肥效果快吗？,了解溶脂减肥,0
他没有微信,这个是你们微信吗,0
他没有微信,你的微信多,0
比较大，彩色的,彩色的f,0
你们医院在那,合适去医院 找你们,0
我双眼皮是做，切开的，如果要再想做埋线的，能做了吗？,是做韩式3点双眼皮以后,0
以六年前做过一次,8年前做过一次手术,0
我的眼睛一只是双眼皮，另一只是单眼皮有点内双怎么变双眼皮,单眼皮拉双眼皮,0
门牙特别大,龅牙特别丑,0
啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊~啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,啊啊啊暴躁,0
美白去皱多少钱,去斑美白多少钱？,0
小眼综合多少钱，大眼综合多少钱，你们不是搞活动吗，,大眼综合多少钱可以做,0
你们医院在那,你们是三甲医院？,0
我双眼皮是做，切开的，如果要再想做埋线的，能做了吗？,我想做埋线，,0
我以前在艺星植发过,艺星整形医院有植发的吧,0
女生，25,男生28,0
乔雅登、艾莉薇、韩国伊婉、爱芙莱哪个玻尿酸的牌子好,爱芙莱的玻尿酸,0
880的啊,也是980？,0
一般全身抽脂多钱,有全身抽脂吗,0
男生整容需要多少钱？,多少钱 男生,0
等我加你微信吧,那你先帮我加一下微信,0
他没有微信,这就是微信啊,0
想咨询洗纹身的,想咨询一下点痣,0
360度双眼皮,360元吗？,0
会一直那样不变了吧,一直那样,0
希要多长时间，多少钱,要多久 多少钱,0
你们医院在那,请问你们医院,0
进口瘦脸针年卡多少钱,进口瘦脸针多少钱？亲爱的,0
年龄:20-30岁色斑形状:片状长斑的位置:眼睛下方斑的深浅度:很深，无法遮盖斑龄:5年以上斑种:黄褐斑,年龄:40岁以上色斑形状:点状长斑的位置:面颊斑的深浅度:较深，肉眼可见斑龄:3-5年斑种:晒斑,0
你们医院在那,你们医院贵,0
哦，那皮秒，和超皮秒有什么区别？还是所有的斑就制作超皮秒就能解决？,双皮秒都是什么,0
适合磨骨还是颧骨内推,磨骨跟颧骨内推的区别,0
他没有微信,你的微信是什么呀,0
直接回复，谢谢,哦明白了，谢谢您的回复,0
年龄:20-30岁色斑形状:片状长斑的位置:眼睛下方斑的深浅度:很深，无法遮盖斑龄:5年以上斑种:黄褐斑,年龄:未满20岁色斑形状:片状长斑的位置:面颊斑的深浅度:很深，无法遮盖斑龄:1-3年斑种:雀斑,0
你们医院在那,你们是垃圾医院,0
我双眼皮是做，切开的，如果要再想做埋线的，能做了吗？,如果我要是做埋线的呢,0
我加一下你微信然后发图片给你吧,加我微信吧。我发图片给你,0
矫正  不齐,咬合矫正,0
他没有微信,有没有别的微信,0
等我加你微信吧,我加你嘛，你的微信就是你的电话号码吗？,0
他没有微信,你微信是多少呀,0
你好，想咨询加盟皮肤管理,你好，加盟皮肤管理是怎样加盟的？,0
过完五一就没活动了？,五一做活动吗？,0
你好：我做的双眼皮一个月，不消肿怎么办,我我是双眼皮开眼角一起做了，左眼睛恢复的很好，有眼睛不消肿，怎么办,0
美国进口的,美国进口的多少钱,0
飞顿和欧洲之星是怎么收费？,皮秒和欧洲之星都怎么收费,0
161厘米,154斤,0
你们医院在那,去你们医院吗？,0
我只能自己拍照,我没拍照,0
他没有微信,你微信多少发微信里面是吧？,0
能去除疤痕吧,手术疤痕能去除吗？,0
怕的就是这个,就是上面这个呀,0
就一根红印，2cm左右,是女士，在鼻子下，一根细细的2cm左右的红印，,0
右颧骨稍微有一点突出,颧骨突出，下颌角大,0
他没有微信,找不到微信了,0
一般最少多少？最多多少,一般多少呢，,0
等我加你微信吧,你的微信给我发一下我加你,0
手术疤修复,是做修复,0
年龄:20-30岁色斑形状:片状长斑的位置:眼睛下方斑的深浅度:很深，无法遮盖斑龄:5年以上斑种:黄褐斑,年龄:30-40岁色斑形状:点状长斑的位置:面颊斑的深浅度:很深，无法遮盖斑龄:1-3年斑种:老年斑,0
等我加你微信吧,我加你微信发照片,1
21岁    男士,21了，先生,1
到时候我直接导航去吧,到时候我是直接过去吗？,1
牙齿烂了一个大洞,牙齿破了大洞,1
你们哪里离上海南站有多远,上海南站离你们远吗,1
今天中午来可以嗎,我中午可以吗,1
亲  我想确认可以院长能亲自面诊哦,院长给面诊吗,1
先加微信吧，最近忙出不去,那好我先加您微信,1
沌阳地铁是3号线,沌阳大道地铁,1
25 之前没有了解,之前没有了解。,1
比黄豆小,黄豆大吧,1
种植有影响？,种植以后没影响吗,1
你好，请问、三点双眼皮、开外眼角、眼睑下至。价格是多少钱？,请问割双眼皮和开眼角要多少钱呢,1
你们医院在那,你们的医院在什么地方呢？,1
不在虹桥那边吗,虹桥那边,1
八月份打的,二月份打的,1
等我加你微信吧,我们可以加个微信吗？我给您发张照片,1
你们医院在那,你们医院在那个位置,1
等我加你微信吧,嗯嗯，好的，那我加你微信,1
我在外有事，回头再说,好吧现在有事晚点再说吧,1
最低多少钱啊,最低折扣多少钱,1
那个要更好一点,那个效果更好呢?,1
一般几点上班的呢？,你们早上几点上班呀,0
这个电话可以打么,电话也不是这个,0
矫正牙齿费用大概是多少呢,大概价位多少啊？,0
鼻头没骨，蒜头鼻,垫鼻梁和鼻头,0
方便加个微信聊么,18904535113这是我微信，方便加微信，在微信聊吗,0
就填充就好还有泪沟,我就想填泪沟,0
是凸起的疤,面部，没有凸起,0
能快速回复么,没回复我,0
平面丰胸,能丰胸吗,0
激光可以点痣吗,可以做激光了吗,0
wo jia ni wei xin,wei？xin,0
假体变化,假体植入就算了吧,0
两次激光是什么激光,激光的风险,0
你在重庆吗？,我现在在重庆,0
一个就要50块吗,价格都是50吗,0
黄褐斑三年,一般都说是雀斑和黄褐斑,0
双眼皮可以割吗？,就像割双眼皮,0
膨体的呢？,硅胶哦,0
大概皮秒什么价位？,大概什么价位哈,0
南宁的价格哦,南宁店,0
隆胸13363997311,如果是隆胸呢,0
只能淡化,可以淡化,0
永久的硅胶,软肋骨隆鼻是永久的嘛？,0
顾问？,为什么换了个顾问？,0
是要吸脂么,从别的地方了解吸脂,0
我想抽手臂,手背跟手臂还要区分开吗。。。,0
我为没有qq号,可以用qq吗？,0
智齿横生长,智齿啊,0
有痘印形成的,痘坑有办法吗,0
松弛也有,松弛哪种,0
一般要多长时间来几次？,要脱几次？间隔多久一次？,0
你们在杭州哪里,你们那是在杭州那里？,0
你加我微信，明天聊,你加我微信聊吧 sallysue08,0
植发大概要多少钱，,植发多少钱，能保持多久？,0
晒太阳导致的,太阳晒的癍,0
但是是在昆明美莱,曲靖华美美莱,0
加微信吧我加你吧,18009571105加下微信吧,0
填充不行的,可以填充吗,0
我看鼻子,我的鼻子是崴的为什么,0
医保卡,可以用医保卡吗,0
好👌谢谢,谢谢！改天吧！晚安,0
你们这里可以治么,你们这里可以做巨乳缩小吗,0
全切到现在10个月了,打10个月？,0
请问需要多少钱祛眼袋吗？,请问自体脂肪隆胸需要多少钱,0
国产的，没用,对国产,0
全麻贵吗,这手术过程是全麻吗,0
还有超皮秒,超皮秒吗,0
费用怎么收费的,激光祛斑怎么收费？,0
加了我微信么？,993507715加一下微信吧,0
就是上排牙齿向前突，龅牙,有点往外凸了，牙齿,0
恨不齐,下排不齐,0
什么叫假体植入,不是免费取出在植入假体吗,0
夏天不明显,夏天穿裙子很难看的,0
价格都在多少呢？,那胳膊的价位是多少,0
加微信说吗,不用加微信了,0
鼻小柱歪,我是大蒜鼻  鼻头大鼻翼宽,0
免费的吗，面诊,设计免费吗,0
姐姐啊,那我朋友都做了,0
毛孔收缩大概需要多少钱,需要治疗大概多少钱,0
好一点的大概多少？,这大概要多少费用,0
亲，脱毛有活动吗,请问有脱毛的吗,0
植发的费用？,嗯 可以植发么？,0
我想咨询一下，去眼袋的价格？分几种,你好，我想咨询一下有去眼袋的手术吗,0
是不是加微信？,不用加微信了,0
想咨询一下皮肤的问题,想咨询一下取痣的问题,0
痘坑不可能完全治好，是吗,我脸上的痘坑能治好吗,0
好的，我知道加你微信了,237933176  加我微信吧,0
添加13758057899,微信已经添加,0
牙齿矫正大概要花多少钱？,在造多少钱大概,0
想做个美白,男孩子怎样美白,0
婕熹卡医疗美容集团。,医疗美容是吗,0
屁股大腿小腿一起,两条腿和胳膊一起,0
右边牙龈疼怎么回事,牙龈开列是怎么回事呢,0
普通双眼皮价格多少,开内眼角及双眼皮，费用多少,0
内路是啥？,内路不是内切吗,0
耳软骨和硅胶呢,是用硅胶吗？,0
是的也是我微信了,我微信c13262616918,0
哦，现在是的,是的，现在多少钱，,0
男士 七年吧,什么男士,0
我去的是大的整形医院,永州有什么整形医院,0
就是去皱纹,是，还有去皱,0
我的年龄39岁,我今年43岁，女士,0
你直接告诉我多少钱。就可以了啊！,你就告诉我需要多少钱？我可以提前准备好,0
两颗门牙反颌,上排门牙有缝隙,0
【脱毛99元还赚红包】: 溶脂针,【脱毛99元还赚红包】: 为什么我还没核销,0
重点胖在大腿屁股,我的肚子和大腿肥,0
怎样能快速瘦腿,睡觉前怎样瘦腿,0
地铁在哪,几号线到？,0
13510249221这是我微信,微信预约也可以吗？,0
伴有鼻头鼻翼的问题,鼻翼大了点，鼻梁矮了点,0
是帮我免费挂号对吧,免挂号吗,0
我是经常熬夜,加班熬夜型,0
好谢谢。15208029889,没事谢谢😊,0
今天下午可以去打吗,周六，或者周日任何时间都可以,0
你们现在都有什么活动,现在有活动吗？什么价格,0
请问医院地址及交通。,医院地址有吗？,0
是绑定的电话电话,电话是你的么,0
没事，他联系你们吧，谢谢,那到时候再说吧，去的话再联系你们,0
直接说就行啊、,直接在这上面说吧,0
多了一颗就,多少钱一颗问你,0
你好我就是眼纹和抬头纹和川字纹,你好 川字纹需要多少钱,0
女子缩阴手术,手术缩阴多少钱呢,0
永久去除了吗,能永久脱吗,0
费用多少呢，上下切吗,那费用是多少啊,0
我可以微信咨询一下吗,13162977763这是我微信,0
身高1.65体重87,身高163，130,0
痘痘，痘印，毛孔粗大,痘痘是红色的，痘印也是一样,0
我想咨询"何为植发",我想咨询"植发种植术",0
有痘痘，痘印，毛孔粗大,现在没有痘痘了，只有痘印了,0
那光面是哪个假体？,胸部假体水滴形,0
先天，哺乳后更小了,后天哺乳后萎缩,0
一般做一次需要费用多少呢,没有，一般价格是多少呢,0
在不？你们医院割双眼皮多少钱,双眼皮加下至多少钱呢,0
好的，我下周过来看看,好吧，我有空过来看看,0
18687099014这是我微信,微信不可以了解吗,0
脱毛有哪些地方可以脱呢,男的也可以脱毛？,0
溶脂针一般的打几次,也打溶脂了,0
可以不抢购吗,怎么抢购啊,0
雀斑可以去掉不,你那可以去黄褐斑，雀斑吗,0
如果鼻子很塌、,山根太低了,0
班可以去除吗,痣可以永久去除吗,0
龅牙，外突,就几颗门牙不齐,0
我问线雕多少钱,我就想线雕额头,0
不胖,上半身和下半身不均匀,0
你医院几点下下班？,现在下班了，,0
我明天去吧,今天来的想明天打,0
我微信人太多，不方便亲,没电话 就是有微信,0
提前预约还要排队吗？,预约了去到还是要排队吗,0
我21岁，满脸痘痘，是属于粉刺的那种,22岁  为什么脸上老张粉刺   黑头白头都有,0
腿部价格多少,那现在脱小腿价位是多少,0
半切口，和全切有什么区别,热拉提和埋线有什么区别呀,0
眼周的和鼻子上,额头眼周围,0
痘痘都是红的,有 前不久有粉刺痘痘,0
密度30-40,30岁。农村,0
就在你们那里注射的,要到你们那里吗,0
是美莱旗下？,华美是美莱吗？,0
16岁可以？,16岁能减肥吗,0
都是50元一颗？,价格都是50吗,0
轻前突,有点外凸吧,0
什么价位呀,请问纹眉什么价位,0
那应该用什么方法呢,用什么方法做的？,0
套餐了,没有全身的套餐？,0
和嘴下巴,下巴后缩的，垫个下巴多少钱？,0
两颊长釉斑额头长痘,就两颊跟额头的痘印,0
9微信说,那留微信吧,0
非要加微信吗？,13770861675加微信吧,0
韩国医生名字,是韩国医生吗？,0
