sentence,sentence2,label
一颗痣大概多少钱,一颗痣大概多少钱,1
会有 什么 副作用,有什么副作用吗,1
祛痣会留疤吗？,祛痣 会留疤吗,1
你医院的地址在哪里,医院在哪里,1
这怎么治疗啊？,这怎么治疗,1
你好   在吗,你好在吗,1
这个由什么引起的呢,是由什么引起的,1
应该有两三年了吧,有两三年了吧,1
会不会留疤吗,会留疤吗,1
什么原因引起,什么原因引起的。,1
是什么原因引起的,什么原因引起的。,1
我这个病严重吗,这个病严重吗？,1
好像有两三年了吧,有两三年了吧,1
胎记可以去除吗？,胎记可以去除吗,1
这个怎么治疗呢,这个怎么治疗,1
严重吗 ？,严重吗,1
怎么解决？,怎么解决,1
那怎么办呢？,那怎么办呢,1
胎记可以去除吗,胎记 可以去除吗,1
石女是？,石女是？,1
祛痣多少钱？,祛痣多少钱？,1
这个需要怎么治疗？,这个需要怎么治疗呢,1
这怎么治哈,这怎么治疗,1
这个可以怎么治疗啊,这个怎么治疗啊,1
有什么好的治疗方法吗？,有什么好的治疗方法,1
有有几年了,有几年了,1
这个需要怎么治疗,这个怎么治疗,1
那有什么办法嘛,那有什么办法吗,1
大概会花多少钱,要多少钱大概,1
可以祛疤吗,可以祛疤么,1
那怎么办啊，,那怎么办啊？,1
有好治疗方法吗,有什么好的治疗方法吗,1
这个需要怎么治疗,这个需要怎么治疗呢,1
那该怎么办？,那该怎么办,1
怎么回事,怎么回事？,1
一般多少钱,一般多少钱,1
有好的治疗方法吗,有什么好的治疗方法吗,1
那该怎么办了,那该怎么办,1
多少钱,多少钱？,1
大概会花多少钱,大概要多少钱,1
大概费用要多少钱,大概多少钱,1
大概需要多少钱,大概多少钱,1
怎么收费,怎么收费的,1
费用大概要多少？,大概要多少钱,1
大约需要多少钱？,大约需要多少钱,1
